,period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
274476,2015-10-01,2015-10-31,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,Condo/Co-op,3,232500.0,0.1018957345971565,-0.0606060606060605,329990.0,-0.0544699140401145,-0.0265781710914454,221.2111801242236,-0.0091053444851709,-3.095214194193119e-05,209.36834634492547,-0.0556142427070559,-0.0084559189493511,153.0,0.0,-0.1861702127659574,92.0,-0.010752688172043,0.1794871794871795,167.0,-0.2832618025751072,-0.3293172690763052,1040.0,-0.0853122251539137,-0.087719298245614,6.8,-0.6000000000000005,0.7000000000000001,95.0,7.0,-1.0,0.9584403007490628,-0.0093607905557431,-0.0032802710200828,0.0718954248366013,-0.0196078431372549,0.0027464886663885,0.1923076923076923,-0.0152560719843041,0.0265182186234818,0.0543478260869565,-0.0209209911173445,-0.0097547380156075,"Nassau County, NY",35004.0,2023-10-29 14:25:50
274495,2017-05-01,2017-05-31,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,Multi-Family (2-4 Unit),4,385000.0,0.0,0.1,394900.0,0.0392378746809125,0.041952506596306,148.08662980292075,-0.3037119906743905,-0.0804773983288327,239.19753086419752,0.03447558598393,0.0355378437673077,19.0,0.2666666666666666,-0.1739130434782608,25.0,1.2727272727272727,0.0869565217391303,44.0,0.5172413793103448,0.0731707317073171,117.0,0.0446428571428572,-0.0859375,6.2,-1.2999999999999998,0.6000000000000005,132.0,77.0,1.0,0.9617956971769516,0.002393852839305,0.0292958165537711,0.2105263157894736,0.0771929824561403,0.1235697940503432,0.1196581196581196,-0.0053418803418803,-0.0600293803418803,0.12,0.029090909090909,-0.1408695652173913,"Nassau County, NY",35004.0,2023-10-29 14:25:50
274950,2017-12-01,2017-12-31,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,Condo/Co-op,3,250000.0,0.0416666666666667,0.0427528675703858,365000.0,-0.0108401084010839,0.1063958775386479,234.81819151204948,0.0481058204570365,0.0860934541072211,225.63131768953068,-0.0265520962547212,0.0644988499145568,197.0,0.0102564102564102,0.2312499999999999,89.0,-0.3642857142857143,0.1710526315789473,88.0,-0.4883720930232557,-0.1619047619047618,528.0,-0.1287128712871287,-0.1711145996860282,2.7,-0.3999999999999999,-1.2999999999999998,53.0,-3.0,-19.0,0.9669959088876364,-0.0062894932569017,0.0003415154280347,0.1269035532994923,0.0089548353507744,0.0206535532994923,0.0871212121212121,-0.0745949594959495,-0.019629180343466,0.1123595505617977,0.0337881219903691,-0.0060615020697811,"Nassau County, NY",35004.0,2023-10-29 14:25:50
275157,2014-03-01,2014-03-31,30,county,5,1974,f,"Nassau County, NY",,New York,NY,Townhouse,13,1200000.0,1.1818181818181817,1.0,450000.0,0.0101010101010101,0.0022271714922048,338.6004514672686,-0.0451467268623025,0.0158013544018058,282.45697784064123,0.0115820319163124,0.0186745631018214,1.0,0.0,0.0,,,,6.0,0.0,-0.1428571428571429,27.0,0.1739130434782609,0.0,27.0,4.0,0.0,385.0,341.0,50.0,0.7326007326007326,-0.1705191360363774,-0.1918984969832427,0.0,0.0,0.0,0.1851851851851851,0.0547504025764895,,,,,"Nassau County, NY",35004.0,2023-10-29 14:25:50
275692,2022-09-01,2022-09-30,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,Multi-Family (2-4 Unit),4,738500.0,0.1539062499999999,0.3246636771300448,549999.0,0.0018196721311476,0.0638278529980658,238.82978723404256,-0.0018775904946117,-0.1163297872340425,329.6704399486191,-0.055638475864534,0.037414484662227,12.0,-0.3684210526315789,-0.5,10.0,-0.5652173913043478,-0.3333333333333333,22.0,0.0476190476190476,0.1578947368421053,67.0,0.046875,-0.0563380281690141,5.6,2.2,2.6,24.0,4.0,-5.0,0.9671304697757854,-0.0278630575175806,-0.0497988768046897,0.3333333333333333,-0.1929824561403508,-0.125,0.2388059701492537,0.0200559701492537,0.083876392684465,0.2,-0.1043478260869565,0.0666666666666666,"Nassau County, NY",35004.0,2023-10-29 14:25:50
277631,2022-08-01,2022-08-31,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,Condo/Co-op,3,380000.0,-0.0952380952380952,0.1014492753623188,549000.0,0.0,0.0980021960043919,309.9273607748184,-0.0643612937149493,0.0298741966239097,349.0934684684685,0.074133749133749,0.1218278786084803,205.0,0.3225806451612902,0.0962566844919785,175.0,0.0057471264367816,-0.142156862745098,209.0,0.1741573033707866,-0.1030042918454935,365.0,0.0110803324099721,-0.0292553191489361,1.8,-0.4999999999999997,-0.1999999999999999,26.0,2.0,1.0,1.0195394253324,-0.0016811129003784,0.007349693973651,0.5414634146341463,-0.0198269079464987,0.0494848050084779,0.1972602739726027,-0.016036124919364,0.0509836782279218,0.1942857142857142,-0.0585878489326765,-0.0998319327731092,"Nassau County, NY",35004.0,2023-10-29 14:25:50
277891,2012-03-01,2012-03-31,30,county,5,1974,f,"Nassau County, NY",,New York,NY,Townhouse,13,480500.0,0.171951219512195,0.4343283582089552,449000.0,0.0321839080459769,-0.0364806866952789,,,,269.9938499384993,0.0284518080835816,-0.0097220562355875,1.0,-0.6666666666666667,-0.6666666666666667,1.0,,,8.0,0.0,-0.4285714285714286,37.0,0.1212121212121211,-0.1395348837209302,37.0,26.0,22.7,95.0,58.0,3.0,0.9808124106960604,0.1009701218874412,0.0386907361572851,0.0,0.0,0.0,0.2702702702702702,-0.0024570024570024,0.1539912005028284,0.0,,,"Nassau County, NY",35004.0,2023-10-29 14:25:50
278664,2020-05-01,2020-05-31,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,Townhouse,13,437500.0,0.1452879581151831,-0.0789473684210526,469000.0,0.06713386955483,0.0683371298405466,309.0189554345634,0.0124049587570458,0.4658726001429034,274.5285401516928,0.0783966580744777,0.0777067293034594,2.0,0.0,-0.3333333333333333,3.0,2.0,-0.4,20.0,9.0,1.0,37.0,0.85,0.7619047619047618,18.5,8.5,11.5,27.0,10.0,2.0,0.9752379906361828,-0.0194533857760812,-0.0096968877765419,0.0,0.0,-0.3333333333333333,0.1351351351351351,0.0351351351351351,-0.1981981981981981,0.3333333333333333,0.3333333333333333,-0.0666666666666667,"Nassau County, NY",35004.0,2023-10-29 14:25:50
279117,2015-01-01,2015-01-31,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,Condo/Co-op,3,248125.0,0.0403563941299789,0.1027777777777778,344000.0,0.0584941075110003,0.0147492625368732,215.1905905858739,0.0365827429796612,0.1320987340243482,206.9351230425056,0.0513833356198025,-0.0237539554501805,124.0,-0.0746268656716417,0.0081300813008129,62.0,0.2653061224489796,0.2156862745098038,167.0,0.4152542372881356,-0.1691542288557214,983.0,-0.0548076923076923,0.0102774922918806,7.9,0.1000000000000005,0.0,102.0,1.0,-7.0,0.9560918510817656,0.0012229886869393,0.0032051089000252,0.0725806451612903,-0.0095089070775156,0.0156700760555992,0.1393692777212614,0.0557154315674153,0.0139838717603159,0.1451612903225806,0.04312047399605,0.0863377609108159,"Nassau County, NY",35004.0,2023-10-29 14:25:50
279295,2022-01-01,2022-01-31,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,Townhouse,13,535000.0,0.2228571428571428,0.2270642201834862,525000.0,0.0294117647058822,0.0960334029227556,300.60670388133235,0.152962234361424,-0.0071705192910124,319.65159982581287,-0.010186302907319,0.0774882194736365,12.0,-0.3333333333333333,-0.0769230769230768,12.0,0.0909090909090908,0.3333333333333332,12.0,1.0,0.5,16.0,-0.1111111111111111,0.2307692307692308,1.3,0.3,0.3,34.0,3.0,4.0,1.0037193208380812,0.0007863569744723,0.0086760669586383,0.4166666666666666,0.0277777777777777,-0.0448717948717948,,,,0.3333333333333333,0.0606060606060606,0.2222222222222222,"Nassau County, NY",35004.0,2023-10-29 14:25:50
279597,2012-09-01,2012-09-30,30,county,5,1974,f,"Nassau County, NY",,New York,NY,Multi-Family (2-4 Unit),4,461000.0,0.0537142857142856,0.1525,424998.0,0.0143150357995227,0.0143150357995227,186.07062884601677,-0.2036938778333636,-0.0138256671161112,268.9307330195024,0.0374582386022885,0.0112861781775466,23.0,0.4375,0.0952380952380953,7.0,-0.4166666666666666,-0.125,37.0,-0.0512820512820513,0.0571428571428571,228.0,-0.0043668122270742,-0.1709090909090909,9.9,-4.4,-3.1999999999999997,120.0,51.0,9.0,0.9289355444723668,-0.0011463671839399,0.0178004006922649,0.0434782608695652,0.0434782608695652,-0.0041407867494824,0.1798245614035087,0.0488201945912817,0.0052791068580542,0.1428571428571428,-0.0238095238095238,0.1428571428571428,"Nassau County, NY",35004.0,2023-10-29 14:25:50
280110,2017-04-01,2017-04-30,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,Single Family Residential,6,350000.0,0.0218978102189781,0.0769230769230768,379990.0,-0.0256416831200799,0.0107461098550338,211.29032258064515,0.0440833988985049,0.1071981969291449,231.2258830513505,0.0053299263102197,0.0591169994385591,926.0,-0.0541368743615934,0.0730011587485515,1056.0,0.1127502634351949,0.1354838709677419,1862.0,-0.0557809330628803,-0.0220588235294117,5657.0,0.0421886514369933,-0.1556716417910447,6.1,0.5999999999999996,-1.7000000000000002,77.0,-9.0,-33.0,0.9710595333799308,-0.0002598840689257,0.0108137052707228,0.1954643628509719,0.0146676314924428,0.0494620453538688,0.1672264451122503,0.0111837037710565,-0.0165048981713317,0.1808712121212121,0.0175413912571446,0.0335593841642228,"Nassau County, NY",35004.0,2023-10-29 14:25:50
281402,2021-04-01,2021-04-30,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,All Residential,-1,480000.0,0.0169491525423728,0.1294117647058823,525000.0,0.0521042084168337,0.1945528390539141,291.8032786885246,0.0435084769510998,0.1654750949223899,302.4188508064516,0.015875799400878,0.1879547309296048,1394.0,-0.074983410749834,0.525164113785558,1587.0,0.0759322033898304,1.2769010043041606,2164.0,0.1389473684210527,2.34984520123839,3122.0,0.0965929048120828,-0.3018783542039356,2.2,0.3000000000000002,-2.7,36.0,-2.0,-16.0,1.002165328462009,-0.0016720535403484,0.0209797296895646,0.4820659971305595,-0.0043308177334085,0.1768143559927039,0.1089045483664317,-0.025271777590716,0.0391371065059666,0.3818525519848771,-0.0276389734388516,0.2756832549977895,"Nassau County, NY",35004.0,2023-10-29 14:25:50
281562,2021-01-01,2021-01-31,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,Single Family Residential,6,485000.0,-0.0202020202020202,0.1686746987951808,479000.0,0.041304347826087,0.0911161731207288,270.57245080500894,-0.0502254341758409,0.1319504693688831,296.66366095581606,0.0164598223377172,0.1384220218861271,1402.0,-0.256627783669141,0.1771620486985725,863.0,-0.2140255009107467,0.2709867452135492,1172.0,0.2697724810400867,-0.1855455177206393,2745.0,-0.0286624203821655,-0.3694004135079255,2.0,0.5,-1.7000000000000002,29.0,0.0,-28.0,1.0036939964864433,-0.0001348599247394,0.026526338858916,0.4950071326676177,0.0151555950218064,0.2405990722142171,0.1180327868852459,-0.0001554650609678,-0.0476001099674993,0.2271147161066048,0.0367686323178981,0.047438721997621,"Nassau County, NY",35004.0,2023-10-29 14:25:50
283143,2023-07-01,2023-07-31,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,Single Family Residential,6,599000.0,0.032758620689655,0.0204429301533219,599000.0,-0.0016650027750045,0.0910746812386156,342.5,-0.0069095242432133,0.016249860560427,366.6092722039474,0.0353051297406372,0.1280285298582997,962.0,-0.1174311926605504,-0.2285485164394547,928.0,-0.0292887029288703,-0.1852502194907813,1146.0,-0.0735650767987064,-0.2339572192513369,2169.0,0.0093066542577944,-0.3435230024213075,2.3,0.2999999999999998,-0.3000000000000002,22.0,-1.0,1.0,1.0171240637028738,0.0061858246814388,-0.0196092673777505,0.6091476091476091,0.0577714623586182,-0.0909325833142994,0.1705855232826187,0.0091150719098872,-0.0558067285333619,0.3071120689655172,-0.0370301904487087,0.0823535088250431,"Nassau County, NY",35004.0,2023-10-29 14:25:50
283227,2014-01-01,2014-01-31,30,county,5,1974,f,"Nassau County, NY",,New York,NY,Townhouse,13,547500.0,0.3192771084337349,0.4959016393442623,439000.0,0.0477326968973748,0.0452380952380952,175.0,-0.38125,-0.2947404371584699,275.6858241806087,0.0542258280245364,0.0203600778216002,4.0,0.0,1.0,4.0,3.0,3.0,5.0,1.5,0.0,18.0,-0.1818181818181817,-0.3571428571428571,4.5,-1.0,-9.5,58.0,-49.0,-53.0,0.9340934867919392,0.0751401818513953,-0.0067805491977779,0.0,0.0,0.0,0.2222222222222222,0.1313131313131313,0.1507936507936507,0.5,0.5,0.5,"Nassau County, NY",35004.0,2023-10-29 14:25:50
284448,2017-08-01,2017-08-31,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,Multi-Family (2-4 Unit),4,400000.0,0.2121212121212121,0.0256410256410255,369900.0,-0.0002689192823233,0.0598853868194841,200.2800916251146,0.1044016481042033,0.1328974879804463,231.19218910585815,-0.0193629427471065,0.0770836104225862,21.0,-0.0869565217391304,0.05,29.0,0.5263157894736842,1.2307692307692308,29.0,0.4499999999999999,0.0,95.0,-0.1203703703703703,-0.2910447761194029,4.5,-0.2000000000000001,-2.2,53.0,-14.0,-17.0,0.983793420066251,0.0283097673764841,0.0147872347523283,0.238095238095238,0.0641821946169772,0.038095238095238,0.1473684210526315,-0.019298245614035,0.0279654359780047,0.2758620689655172,0.1179673321234119,0.1220159151193633,"Nassau County, NY",35004.0,2023-10-29 14:25:50
284571,2014-02-01,2014-02-28,30,county,5,1974,f,"Nassau County, NY",,New York,NY,All Residential,-1,396750.0,-0.0664705882352941,0.0440789473684211,445500.0,0.0148063781321183,0.0150653469677912,257.722030998543,-0.0188561443190631,0.0518249234176513,279.2230080496415,0.0128304887621482,0.0351511849713566,650.0,-0.1945477075588599,0.0517799352750809,361.0,-0.0474934036939314,-0.2152173913043478,1101.0,-0.0152057245080501,-0.1113801452784504,5056.0,0.0326797385620916,-0.0766983199415631,7.8,1.7000000000000002,-1.1000000000000003,91.0,0.0,-13.0,0.9468203111602596,-0.0035921556960071,0.004071181628667,0.0923076923076923,-0.0167381565151081,0.0227284042818023,0.0996835443037974,-0.0334863903367254,-0.0078767186618708,0.2132963988919667,0.0101301719790379,0.0459050945441406,"Nassau County, NY",35004.0,2023-10-29 14:25:50
284723,2016-10-01,2016-10-31,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,Multi-Family (2-4 Unit),4,340000.0,-0.03886925795053,-0.0962854674729217,349999.0,-0.0250724233983287,0.0606351707627503,159.84451718494273,-0.2075872114766588,-0.1433874548932225,218.72685185185185,-0.0348243680188125,0.0446987602008788,19.0,-0.1363636363636363,-0.1363636363636363,8.0,-0.1999999999999999,-0.1111111111111111,20.0,0.0,-0.375,119.0,-0.0403225806451612,-0.1560283687943262,6.3,0.7000000000000001,-0.1000000000000005,147.0,92.0,21.0,0.9167391448871924,-0.0321406249696344,-0.0148892069528254,0.0526315789473684,-0.1291866028708134,0.0071770334928229,0.2016806722689075,6.776904310112908e-05,-0.0252696823410215,0.125,0.125,-0.0972222222222222,"Nassau County, NY",35004.0,2023-10-29 14:25:50
285724,2020-08-01,2020-08-31,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,Condo/Co-op,3,278450.0,-0.1352484472049689,-0.0544991511035654,489000.0,0.0,0.1670644391408113,252.1094209432705,-0.0384252686512699,-0.0144813544944882,285.4166666666667,0.0154117647058824,0.1192033179012346,132.0,0.2815533980582525,-0.4719999999999999,172.0,-0.2073732718894009,0.0817610062893081,233.0,-0.1174242424242424,0.1201923076923077,502.0,0.006012024048096,-0.1418803418803419,3.8,-1.0,1.5,38.0,-20.0,1.0,0.9792912607439618,0.0035514329038877,-0.0035472160083577,0.2045454545454545,-0.0187555163283318,-0.0274545454545454,0.1394422310756972,-0.0469305144152847,-0.111839820206354,0.2441860465116279,-0.0092701746865287,0.105821266637414,"Nassau County, NY",35004.0,2023-10-29 14:25:50
285757,2019-04-01,2019-04-30,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,Multi-Family (2-4 Unit),4,513500.0,0.1436525612472159,0.197667638483965,439000.0,0.021167713421726,0.0454870207192188,268.7599787120809,0.4058706505486708,0.630259836208463,259.9473186119874,0.0300942695579919,0.0738738405069261,14.0,-0.1764705882352941,0.1666666666666667,17.0,-0.1052631578947368,0.4166666666666667,33.0,0.6499999999999999,0.32,91.0,0.1097560975609757,0.1666666666666667,6.5,1.7000000000000002,0.0,45.0,-6.0,-33.0,0.9622018033648762,-0.0316734545074367,0.0460460198688972,0.2857142857142857,0.0504201680672268,0.2023809523809523,0.0989010989010988,-0.0474403645135352,-0.0677655677655677,0.0588235294117647,-0.0464396284829721,-0.1078431372549019,"Nassau County, NY",35004.0,2023-10-29 14:25:50
287746,2015-10-01,2015-10-31,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,Townhouse,13,435000.0,0.1612386545648691,0.2985074626865671,329990.0,-0.0544699140401145,-0.0265781710914454,211.71875,0.006784669229445,0.3046452702702702,209.36834634492547,-0.0556142427070559,-0.0084559189493511,49.0,-0.0754716981132075,4.444444444444445,29.0,0.3181818181818181,8.666666666666666,28.0,-0.4285714285714286,0.2727272727272727,182.0,-0.125,0.82,3.7,-0.1999999999999997,-7.399999999999999,83.0,1.0,75.0,0.946944939084294,-0.0030411725239399,-0.0116248249902176,0.0816326530612244,0.0438968040046207,-0.0294784580498866,0.2637362637362637,0.0281593406593406,0.0937362637362637,0.1034482758620689,0.012539184952978,0.1034482758620689,"Nassau County, NY",35004.0,2023-10-29 14:25:50
288000,2015-08-01,2015-08-31,30,county,5,1974,f,"Nassau County, NY",,New York,NY,Townhouse,13,730000.0,0.1689351481184948,0.1145038167938932,458888.0,-0.0131440860215054,0.0672062140980023,327.63962621464714,-0.0165369407781875,0.154520132873863,292.1551649854485,-0.012528451766157,0.0336347698787091,30.0,0.0714285714285713,6.5,15.0,-0.3478260869565217,6.5,15.0,-0.3478260869565217,0.3636363636363635,74.0,-0.1395348837209302,0.1044776119402985,2.5,-0.6,-14.3,74.0,-5.0,-86.0,0.9705962860593408,0.0278373096373548,0.0428603107789763,0.1,0.0285714285714285,0.1,0.2432432432432432,-0.0358265241986172,0.0939895118999596,0.0666666666666666,-0.0637681159420289,0.0666666666666666,"Nassau County, NY",35004.0,2023-10-29 14:25:50
288360,2017-05-01,2017-05-31,30,county,5,1974,f,"Nassau County, NY",,New York,NY,Townhouse,13,450000.0,-0.1982182628062361,-0.2241379310344827,549999.0,0.0396956521739131,0.0396956521739131,277.4352651048089,0.0123304562268802,-0.2265296143543518,334.971546818417,0.0309814552654574,0.0542983832509031,3.0,-0.25,-0.769230769230769,5.0,0.25,-0.7368421052631579,4.0,-0.5555555555555555,-0.8620689655172413,30.0,-0.1428571428571429,-0.620253164556962,10.0,1.1999999999999993,3.9,67.0,-185.0,27.0,0.9966980920144688,0.019302989806328,0.0289105946971417,0.3333333333333333,0.3333333333333333,0.2564102564102563,0.0666666666666666,-0.019047619047619,-0.2751054852320675,0.5999999999999999,0.3499999999999999,0.4947368421052631,"Nassau County, NY",35004.0,2023-10-29 14:25:50
288791,2016-03-01,2016-03-31,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,Single Family Residential,6,316500.0,-0.0109375,-0.0062794348508634,375000.0,0.0744985673352436,0.07145918454813,185.7225769007545,-0.0425115205010573,-0.0292899980653898,218.79168417366947,0.0196214491142865,0.0628096601722052,836.0,0.0,0.116154873164219,701.0,0.5339168490153172,0.3826429980276133,1828.0,0.3765060240963855,0.0463651974813967,6624.0,0.0284117373078713,-0.028169014084507,7.9,0.2000000000000001,-1.1999999999999993,100.0,-5.0,-9.0,0.959510369734005,-0.0011107821432656,0.0067721843346225,0.1471291866028708,0.0143540669856459,0.0296391999540056,0.1730072463768115,0.041350671310828,0.0327490304143702,0.1455064194008559,0.0010862881098274,-0.0201740539719251,"Nassau County, NY",35004.0,2023-10-29 14:25:50
288924,2014-02-01,2014-02-28,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,Condo/Co-op,3,233500.0,0.0377777777777776,0.0518018018018018,345000.0,0.0176991150442478,0.0147088667907846,190.820383887316,0.0038892241371615,-0.0350029526090057,214.72900289615225,0.0130147876561128,0.0528647883940369,120.0,-0.024390243902439,0.263157894736842,53.0,0.0392156862745098,0.0,182.0,-0.0945273631840796,0.0340909090909091,971.0,-0.0020554984583761,-0.0967441860465115,8.099999999999998,0.1999999999999992,-3.2000000000000006,111.0,2.0,-49.0,0.9519352131832826,-0.0009515289984577,0.0134728355564815,0.05,-0.006910569105691,0.0184210526315789,0.1132852729145211,-0.0121001330464244,0.0118899240773118,0.1320754716981132,0.0732519422863485,0.0566037735849056,"Nassau County, NY",35004.0,2023-10-29 14:25:50
289281,2019-10-01,2019-10-31,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,Multi-Family (2-4 Unit),4,450055.0,0.0001222222222221,0.1422715736040609,425000.0,-0.0093240093240093,0.0651629072681705,223.56837287887976,0.3760861481687785,0.1732197370747103,259.882353996913,-0.0111963372590578,0.0611300272289538,18.0,0.3846153846153845,-0.217391304347826,24.0,0.6,1.1818181818181817,28.0,0.0769230769230768,0.5555555555555555,87.0,-0.0645161290322581,-0.09375,4.8,-2.4000000000000004,0.5999999999999996,44.0,15.0,-12.0,0.9789986490422984,-0.0783654516743614,-0.006468481121914,0.3888888888888889,-0.1495726495726495,0.0845410628019323,0.1724137931034482,-0.0211345939933259,0.0369971264367816,0.1666666666666666,-0.0333333333333333,0.1666666666666666,"Nassau County, NY",35004.0,2023-10-29 14:25:50
289650,2018-12-01,2018-12-31,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,Condo/Co-op,3,255000.0,-0.0573012939001847,0.02,389000.0,0.0103896103896103,0.0657534246575341,232.75497249259416,-0.0215910779104711,-0.0087864530689456,240.8008658008658,-0.0062107618596162,0.0672315716925806,187.0,-0.0603015075376884,-0.0507614213197969,95.0,-0.2910447761194029,0.0674157303370785,115.0,-0.3646408839779005,0.3068181818181818,477.0,-0.0719844357976653,-0.096590909090909,2.6,0.0,-0.1,50.0,1.0,-3.0,0.9769400457390454,-0.0034076917311894,0.0099441368514091,0.1978609625668449,-0.0332948163276274,0.0709574092673525,0.1132075471698113,-0.0404889508846633,0.0260863350485991,0.0842105263157894,-0.1098193244304791,-0.0281490242460082,"Nassau County, NY",35004.0,2023-10-29 14:25:50
289889,2016-08-01,2016-08-31,30,county,5,1974,f,"Nassau County, NY",,New York,NY,Townhouse,13,510000.0,-0.1267123287671232,-0.3013698630136986,474000.0,-0.0501002004008016,0.0329317829187079,321.0356995738507,-0.0418445606114687,-0.0201560681688423,301.27150706937937,-0.025959020267531,0.0312037683276449,31.0,0.0333333333333334,0.0333333333333334,11.0,-0.0833333333333333,-0.2666666666666667,13.0,-0.2352941176470588,-0.1333333333333333,59.0,-0.144927536231884,-0.2027027027027027,1.9,-0.3999999999999999,-0.6,58.0,15.0,-16.0,0.9709149810752612,0.0002291028613145,0.0003186950159203,0.2258064516129032,0.0924731182795698,0.1258064516129032,0.1186440677966101,-0.1277327437975927,-0.124599175446633,0.0,-0.1666666666666666,-0.0666666666666666,"Nassau County, NY",35004.0,2023-10-29 14:25:50
290900,2016-11-01,2016-11-30,30,county,5,1974,f,"Nassau County, NY",,New York,NY,Condo/Co-op,3,255000.0,-0.222560975609756,0.02,499000.0,0.0,0.111358574610245,317.7718832891247,-0.049166903789104,0.0226629796446911,310.9226041967592,-0.0097987900408106,0.0472826655190214,151.0,-0.0679012345679012,-0.0194805194805194,83.0,-0.1530612244897958,-0.0235294117647059,133.0,-0.0567375886524822,-0.1474358974358974,625.0,-0.0685543964232488,-0.2442563482466747,4.1,0.0,-1.3000000000000007,78.0,-3.0,-12.0,0.9659950574478214,-0.003024311234573,0.010568634770392,0.0529801324503311,-0.0334396206360886,0.0205125999827986,0.1343999999999999,-0.0205925484351713,0.0122718258766626,0.144578313253012,0.0527415785591344,0.0504606661941885,"Nassau County, NY",35004.0,2023-10-29 14:25:50
293174,2021-10-01,2021-10-31,30,county,5,1974,f,"Nassau County, NY",,New York,NY,Multi-Family (2-4 Unit),4,760694.0,0.0492331034482758,0.1714248315688162,659000.0,0.0154083204930661,0.0154083204930661,358.4353211009174,-0.0445192476108728,0.1099932524415505,418.12967528131463,0.0151566000663743,0.0856027349046977,48.0,0.1428571428571427,0.3333333333333332,36.0,-0.1428571428571429,0.0285714285714284,47.0,-0.06,-0.0408163265306122,108.0,-0.0608695652173912,-0.2653061224489795,2.3,-0.4000000000000003,-1.7999999999999998,29.0,-12.0,-9.0,0.9481518248161804,-0.0234287862192961,-0.0236695446251274,0.3125,-0.0446428571428571,0.0902777777777777,0.1574074074074074,-0.0860708534621578,0.041761148904006,0.2777777777777777,0.0396825396825397,0.0777777777777777,"Nassau County, NY",35004.0,2023-10-29 14:25:50
294103,2022-03-01,2022-03-31,30,county,5,1974,f,"Nassau County, NY",,New York,NY,Condo/Co-op,3,361500.0,-0.0962499999999999,-0.0962499999999999,699000.0,0.0,0.0511278195488722,408.318986001681,0.0207974650042026,-0.053743568624868,432.9240525584101,-0.0252564014025667,0.0734472988950427,188.0,0.4351145038167938,-0.0552763819095477,146.0,0.6590909090909091,-0.0580645161290322,205.0,0.3486842105263157,-0.2881944444444444,452.0,-0.0258620689655172,-0.3730929264909846,2.4,-1.1,-1.2000000000000002,60.0,4.0,-8.0,0.9807106024331393,0.0018888995487861,0.0087121682700803,0.2127659574468085,-0.0162416761409777,0.0971880679995723,0.161504424778761,0.0321940799511748,0.0241951321296625,0.2534246575342465,0.048879202988792,0.0340698188245691,"Nassau County, NY",35004.0,2023-10-29 14:25:50
295389,2019-04-01,2019-04-30,30,county,5,1996,f,"Suffolk County, NY",,New York,NY,Condo/Co-op,3,259000.0,-0.064137308039747,0.036,439000.0,0.021167713421726,0.0454870207192188,245.45055821371608,0.0340257558790593,0.0179575743309976,259.9473186119874,0.0300942695579919,0.0738738405069261,143.0,-0.0205479452054794,0.1,174.0,0.1372549019607842,-0.0594594594594594,288.0,0.0285714285714284,0.165991902834008,619.0,0.1053571428571429,0.1113105924596049,4.3,0.5,0.0,47.0,-12.0,-20.0,0.9788992073137222,0.0019055025929068,0.004422235878858,0.2027972027972027,-0.0232301944630711,0.0104895104895104,0.1550888529886914,0.0050888529886914,-0.0208536963829423,0.1264367816091954,-0.0631057020509352,-0.0573470021745883,"Nassau County, NY",35004.0,2023-10-29 14:25:50
