credit_score,first_payment_date,mortgage_insurance_percentage,number_of_units,original_combined_loan_to_value,original_debt_to_income_ratio,original_upb,original_loan_to_value,original_interest_rate,property_type,number_of_borrowers,seller_name,servicer_name
767,202209,0,1,80,37,440000,80,5.75,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
758,202209,30,1,92,41,598000,92,5.899,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
786,202209,30,1,95,40,713000,95,5.875,SF,1,Other sellers,Other servicers
760,202209,25,1,90,44,482000,90,6.25,SF,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
709,202209,30,1,95,35,739000,95,6.125,SF,2,U.S. BANK N.A.,U.S. BANK N.A.
777,202209,0,1,80,38,700000,80,4.99,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
752,202209,12,1,85,42,612000,85,5.25,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
776,202209,0,1,80,49,440000,80,5.375,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
693,202209,0,1,80,49,460000,80,5.875,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
790,202209,0,1,75,50,475000,75,5.0,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
785,202209,0,1,80,44,680000,80,5.875,SF,2,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
741,202209,0,1,80,39,600000,80,5.125,SF,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
685,202209,35,1,97,31,597000,97,5.625,SF,1,Other sellers,MATRIX FINANCIAL SERVICES CORPORATION
784,202209,0,1,80,25,498000,80,5.75,SF,2,Other sellers,MATRIX FINANCIAL SERVICES CORPORATION
752,202209,25,1,90,47,509000,90,4.99,SF,2,HOME POINT FINANCIAL CORPORATION,HOME POINT FINANCIAL CORPORATION
801,202208,12,1,85,24,604000,85,5.0,SF,1,HOME POINT FINANCIAL CORPORATION,HOME POINT FINANCIAL CORPORATION
716,202209,25,1,90,44,600000,90,5.5,SF,2,HOME POINT FINANCIAL CORPORATION,HOME POINT FINANCIAL CORPORATION
802,202209,0,1,73,50,365000,73,5.25,SF,2,HOME POINT FINANCIAL CORPORATION,HOME POINT FINANCIAL CORPORATION
720,202209,25,1,90,34,525000,90,5.49,SF,2,HOME POINT FINANCIAL CORPORATION,HOME POINT FINANCIAL CORPORATION
776,202209,30,1,95,38,465000,95,5.5,CO,1,HOME POINT FINANCIAL CORPORATION,HOME POINT FINANCIAL CORPORATION
763,202209,0,1,63,50,340000,63,4.875,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
635,202209,0,1,78,47,420000,78,5.99,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
709,202209,30,1,95,48,565000,95,5.125,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
788,202209,0,1,80,32,224000,80,5.125,CP,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
714,202209,30,1,95,42,494000,95,5.5,SF,4,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
653,202209,30,1,93,44,564000,93,6.125,SF,3,Other sellers,PHH MORTGAGE CORPORATION
804,202209,0,1,57,47,295000,57,6.125,SF,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
751,202209,35,1,97,34,534000,97,6.25,SF,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC"
751,202209,30,1,93,44,350000,93,5.375,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
667,202209,12,1,85,35,213000,85,5.875,CO,3,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
803,202209,0,1,73,46,485000,73,5.5,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
807,202209,12,1,85,47,319000,85,5.375,PU,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
740,202209,0,1,80,46,440000,80,5.375,SF,3,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
803,202209,0,1,75,35,548000,75,4.75,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
761,202209,0,1,80,50,512000,80,5.875,SF,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC"
763,202209,0,1,80,48,588000,80,4.875,SF,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC"
715,202209,12,1,85,49,506000,85,6.375,SF,2,Other sellers,MATRIX FINANCIAL SERVICES CORPORATION
759,202209,0,1,80,48,412000,80,5.5,SF,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
790,202209,25,1,89,44,310000,89,5.5,CP,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
684,202209,25,1,90,22,216000,90,6.125,CP,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
747,202209,30,1,95,45,513000,95,5.75,SF,2,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
685,202209,0,1,75,45,382000,75,5.125,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
684,202209,0,1,80,43,360000,80,5.999,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
817,202209,0,1,80,43,484000,80,5.5,SF,1,Other sellers,Other servicers
749,202209,30,1,95,43,527000,95,5.5,SF,1,HOME POINT FINANCIAL CORPORATION,HOME POINT FINANCIAL CORPORATION
723,202209,25,1,90,48,440000,90,5.375,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
779,202209,0,1,77,46,444000,77,4.625,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
741,202209,25,1,90,47,585000,90,5.875,SF,2,"CMG MORTGAGE, INC.","CMG MORTGAGE, INC."
746,202209,30,1,95,44,545000,95,4.99,SF,1,Other sellers,"LAKEVIEW LOAN SERVICING, LLC"
789,202209,25,1,89,45,645000,89,6.5,SF,2,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
780,202209,30,1,95,48,570000,95,5.625,SF,2,"CROSSCOUNTRY MORTGAGE, LLC","CROSSCOUNTRY MORTGAGE, LLC"
745,202209,0,1,78,27,521000,78,4.875,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
776,202209,0,1,80,39,520000,80,5.75,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
719,202209,30,1,95,38,428000,95,5.625,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
770,202209,25,1,90,44,610000,90,4.999,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
782,202209,0,1,80,47,647000,80,5.25,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
739,202209,0,1,75,50,600000,75,5.5,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
701,202209,0,1,80,38,382000,80,5.49,SF,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
776,202209,0,1,80,36,508000,80,4.75,SF,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
789,202209,30,1,95,32,499000,95,4.99,SF,1,U.S. BANK N.A.,U.S. BANK N.A.
802,202209,0,1,80,26,812000,80,4.875,SF,2,U.S. BANK N.A.,U.S. BANK N.A.
733,202209,30,1,92,45,457000,92,5.125,SF,2,U.S. BANK N.A.,U.S. BANK N.A.
721,202209,0,1,75,38,420000,75,5.125,SF,3,U.S. BANK N.A.,U.S. BANK N.A.
773,202209,0,1,80,42,423000,80,4.99,SF,5,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
781,202209,25,1,90,50,585000,90,5.75,SF,1,Other sellers,MATRIX FINANCIAL SERVICES CORPORATION
696,202209,0,2,80,45,600000,80,5.375,SF,1,Other sellers,Other servicers
799,202209,0,1,80,50,544000,80,5.5,SF,1,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
760,202209,0,1,80,27,476000,80,5.0,SF,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC"
724,202209,0,1,80,33,622000,80,4.5,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
771,202209,0,1,80,47,520000,80,5.125,SF,2,Other sellers,Other servicers
688,202209,0,1,72,48,313000,72,5.625,SF,1,Other sellers,"CMG MORTGAGE, INC."
689,202208,0,1,80,40,780000,80,6.5,SF,1,"FLAGSTAR BANK, FSB","FLAGSTAR BANK, NATIONAL ASSOCIATION"
770,202209,0,1,80,50,432000,80,5.25,SF,1,Other sellers,Other servicers
757,202209,25,1,90,32,544000,90,5.125,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
754,202209,0,1,80,28,555000,80,5.125,SF,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER
790,202209,0,1,75,42,431000,75,5.375,CO,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
775,202209,30,1,95,39,388000,95,5.25,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
669,202209,30,1,92,45,575000,92,5.875,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
670,202209,0,1,80,37,224000,80,5.49,CP,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
683,202209,12,1,85,42,803000,85,5.625,SF,3,U.S. BANK N.A.,U.S. BANK N.A.
761,202209,30,1,95,43,556000,95,5.125,SF,1,U.S. BANK N.A.,U.S. BANK N.A.
792,202209,0,1,80,47,455000,80,5.125,SF,2,U.S. BANK N.A.,U.S. BANK N.A.
809,202209,25,1,90,37,495000,90,4.875,SF,1,Other sellers,Other servicers
761,202209,0,1,60,41,300000,60,4.99,SF,2,Other sellers,Other servicers
790,202209,25,1,90,38,585000,90,4.875,SF,1,"CROSSCOUNTRY MORTGAGE, LLC","CROSSCOUNTRY MORTGAGE, LLC"
730,202209,0,1,80,35,420000,80,4.375,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
804,202209,25,1,90,40,591000,90,5.375,SF,1,"CROSSCOUNTRY MORTGAGE, LLC","CROSSCOUNTRY MORTGAGE, LLC"
722,202209,12,1,85,23,502000,85,4.625,SF,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER
713,202209,0,1,18,48,100000,18,5.125,SF,2,U.S. BANK N.A.,U.S. BANK N.A.
812,202209,0,1,71,46,540000,71,5.125,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
711,202209,0,1,57,49,265000,57,4.75,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
715,202209,0,1,80,44,628000,80,4.875,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
810,202209,0,1,59,37,485000,59,5.125,SF,1,Other sellers,Other servicers
763,202209,30,1,95,45,480000,95,5.823,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
697,202209,30,1,95,43,456000,95,5.999,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
777,202209,0,1,75,32,863000,75,4.99,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
741,202209,25,1,90,48,729000,90,5.875,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
809,202209,0,1,65,21,600000,65,4.875,SF,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC"
754,202209,30,1,95,47,496000,95,5.49,SF,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
714,202209,25,1,90,30,527000,90,5.875,SF,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
785,202209,25,1,90,40,553000,90,5.375,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
690,202209,0,1,80,40,479000,80,5.5,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
729,202209,25,1,90,48,605000,90,5.25,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
772,202209,0,1,80,29,136000,80,5.25,CP,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
691,202209,0,1,80,45,623000,80,5.0,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
773,202209,0,1,80,43,572000,80,5.25,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
794,202209,0,1,80,34,434000,80,5.25,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
750,202209,0,1,80,34,373000,80,5.0,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
784,202209,0,1,75,17,345000,75,5.5,CO,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
798,202209,0,1,80,35,626000,80,5.125,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
793,202209,0,1,80,33,523000,80,5.25,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
789,202209,0,1,80,39,405000,80,5.375,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
785,202209,25,1,90,50,504000,90,5.5,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
777,202209,25,1,89,39,380000,89,5.25,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
744,202209,0,1,90,48,491000,90,5.125,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
697,202209,25,1,90,30,531000,90,5.5,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
739,202209,0,1,84,44,432000,84,5.625,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
796,202209,30,1,95,50,499000,95,5.5,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
759,202209,25,1,95,47,399000,95,5.375,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
728,202209,25,1,90,32,473000,90,5.625,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
800,202209,30,1,95,50,513000,95,5.375,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
698,202209,0,1,75,46,446000,75,5.25,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
805,202209,0,1,72,50,375000,72,5.625,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
754,202209,25,1,90,49,572000,90,5.375,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
800,202209,30,1,95,21,555000,95,5.375,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
719,202209,25,1,86,47,542000,86,5.375,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
776,202209,0,1,80,34,340000,80,5.375,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
785,202209,25,1,90,37,335000,90,5.625,CO,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
761,202209,0,1,75,36,391000,75,5.125,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
801,202209,25,1,90,47,426000,90,5.375,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
763,202209,25,1,95,50,423000,95,5.5,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
