region,property_type,property_type_id,median_sale_price,median_list_price,median_ppsf,median_list_ppsf,homes_sold,pending_sales,new_listings,inventory,months_of_supply,median_dom,avg_sale_to_list,sold_above_list,price_drops,off_market_in_two_weeks,period,timestamp,interest_rate
"Suffolk County, NY",Single Family Residential,6,370000.0,379900.0,220.9680828577468,229.7232662780844,1250.0,971.0,1394.0,5380.0,4.3,56.0,0.976265909445264,0.2376,0.1953531598513011,0.1555097837281153,2017-10-01,1506816000.0,3.85
"Suffolk County, NY",Multi-Family (2-4 Unit),4,310850.0,319990.0,257.91666666666663,214.8023143683703,12.0,10.0,25.0,125.0,10.4,141.0,0.952786118274176,0.1666666666666666,0.0719999999999999,0.0,2013-11-01,1383264000.0,4.16
"Suffolk County, NY",Townhouse,13,232000.0,319000.0,159.5598349381018,200.96153846153845,5.0,1.0,6.0,57.0,11.4,57.0,0.9736863430979936,0.0,0.175438596491228,0.0,2012-08-01,1343779200.0,3.55
"Suffolk County, NY",All Residential,-1,376550.0,389000.0,230.03496503496504,240.8008658008658,1487.0,773.0,941.0,5277.0,3.5,55.0,0.9778717171024168,0.2609280430396772,0.1169224938411976,0.1099611901681759,2018-12-01,1543622400.0,4.75
"Suffolk County, NY",Condo/Co-op,3,239000.0,349000.0,214.27142857142857,216.150806558483,112.0,45.0,164.0,996.0,8.9,116.0,0.9574619671623232,0.0446428571428571,0.0863453815261044,0.1777777777777777,2015-02-01,1422748800.0,3.59
"Suffolk County, NY",Condo/Co-op,3,310000.0,489900.0,282.9558359621451,297.51984126984127,155.0,107.0,149.0,286.0,1.8,35.0,0.993084661062562,0.4193548387096774,0.1118881118881118,0.2803738317757009,2021-02-01,1612137600.0,2.73
"Suffolk County, NY",Townhouse,13,245000.0,399000.0,180.5319116131838,239.72602739726028,3.0,1.0,5.0,9.0,3.0,53.0,0.9834810345600488,0.3333333333333333,0.4444444444444444,1.0,2018-03-01,1519862400.0,4.43
"Nassau County, NY",All Residential,-1,545000.0,536450.0,339.21650055370986,336.19399627199425,1518.0,1114.0,1430.0,5175.0,3.4,39.0,0.9767675676561116,0.2470355731225296,0.2278260869565217,0.1256732495511669,2018-08-01,1533081600.0,4.6
"Suffolk County, NY",All Residential,-1,400000.0,399000.0,236.7117728955143,241.63879598662209,1836.0,1427.0,2018.0,6622.0,3.6,40.0,0.9859083524110452,0.3071895424836601,0.2313500453035336,0.1492641906096706,2018-08-01,1533081600.0,4.6
"Suffolk County, NY",Condo/Co-op,3,370500.0,589000.0,323.44305794607,342.1,111.0,142.0,169.0,279.0,2.5,36.0,0.9893987210314736,0.3423423423423423,0.1792114695340501,0.3169014084507042,2023-04-01,1680307200.0,6.28
"Suffolk County, NY",Multi-Family (2-4 Unit),4,350000.0,349990.0,168.26923076923077,205.86158780135568,17.0,10.0,25.0,152.0,8.9,117.0,0.9530404793376914,0.1176470588235294,0.1118421052631579,0.1,2015-03-01,1425168000.0,3.75
"Nassau County, NY",Townhouse,13,459000.0,449000.0,320.6763581763582,287.1786517766641,7.0,4.0,13.0,82.0,11.7,104.0,0.9656255808530012,0.0,0.073170731707317,0.0,2014-10-01,1412121600.0,4.19
"Suffolk County, NY",Single Family Residential,6,481390.0,499000.0,277.77777777777777,297.6927405740011,1316.0,1278.0,1635.0,2459.0,1.9,38.0,1.0055696695514853,0.5053191489361702,0.1329808865392435,0.4272300469483568,2021-03-01,1614556800.0,3.02
"Suffolk County, NY",Townhouse,13,348000.0,365000.0,207.1428571428572,220.0,42.0,8.0,4.0,19.0,0.5,90.0,0.9727955174192484,0.238095238095238,0.1052631578947368,0.0,2017-01-01,1483228800.0,4.2
"Nassau County, NY",Single Family Residential,6,520000.0,549000.0,314.84257871064466,339.64110634818815,656.0,605.0,1224.0,3314.0,5.1,59.0,0.9691776729656156,0.1951219512195122,0.14031382015691,0.2049586776859504,2018-02-01,1517443200.0,4.22
"Suffolk County, NY",Multi-Family (2-4 Unit),4,489500.0,399500.0,223.50993377483445,239.92989484226337,18.0,14.0,26.0,97.0,5.4,39.0,0.9777164595846312,0.2222222222222222,0.2164948453608247,0.2142857142857142,2018-07-01,1530403200.0,4.52
"Suffolk County, NY",Single Family Residential,6,345000.0,349990.0,205.5555555555556,221.98689217758985,1171.0,665.0,1057.0,5576.0,4.8,78.0,0.9686823357741264,0.1844577284372331,0.156025824964132,0.1037593984962406,2016-11-01,1477958400.0,3.54
"Nassau County, NY",All Residential,-1,418000.0,425777.0,264.4230769230769,273.1522500859535,1159.0,656.0,1273.0,5935.0,5.1,76.0,0.9513556905998168,0.1000862812769629,0.1732097725358045,0.1280487804878048,2013-10-01,1380585600.0,4.22
"Suffolk County, NY",Townhouse,13,332000.0,399999.0,269.2938670149904,252.8,6.0,1.0,4.0,9.0,1.5,60.0,0.9888355684854364,0.1666666666666666,0.1111111111111111,0.0,2019-11-01,1572566400.0,3.69
"Suffolk County, NY",Single Family Residential,6,320000.0,375000.0,191.81523077212225,217.2627933704331,731.0,700.0,2134.0,7422.0,10.2,121.0,0.9576609131890854,0.1162790697674418,0.1875505254648342,0.1499999999999999,2015-04-01,1427846400.0,3.7
"Suffolk County, NY",Townhouse,13,332249.5,349990.0,210.7142857142857,221.98689217758985,42.0,16.0,18.0,52.0,1.2,71.0,0.9614197047926852,0.0476190476190476,0.1153846153846153,0.0625,2016-11-01,1477958400.0,3.54
"Nassau County, NY",Single Family Residential,6,425000.0,489000.0,259.28002706883217,292.85714285714283,551.0,781.0,1673.0,4774.0,8.699999999999998,96.0,0.9526366029522868,0.0943738656987295,0.1813992459153749,0.1370038412291933,2014-04-01,1396310400.0,4.41
"Nassau County, NY",Townhouse,13,687000.0,659000.0,330.12820512820514,439.7983580922596,7.0,1.0,2.0,12.0,1.7,84.0,0.9888285988275,0.2857142857142857,0.3333333333333333,0.0,2021-12-01,1638316800.0,3.11
"Nassau County, NY",Single Family Residential,6,455000.0,429000.0,264.309655596556,279.5004306632214,1153.0,653.0,997.0,4778.0,4.1,57.0,0.9559723835888544,0.1352992194275802,0.1810380912515696,0.1026033690658499,2013-08-01,1375315200.0,4.39
"Suffolk County, NY",Townhouse,13,259950.0,369999.5,223.8636363636364,235.75714113181505,4.0,4.0,7.0,19.0,4.8,47.0,0.9540406479339923,0.0,0.1052631578947368,0.0,2017-07-01,1498867200.0,3.96
"Suffolk County, NY",Condo/Co-op,3,257000.0,419000.0,222.5,249.5652173913044,138.0,115.0,161.0,491.0,3.6,50.0,0.9723766379489897,0.1594202898550724,0.1466395112016293,0.1478260869565217,2019-02-01,1548979200.0,4.41
"Suffolk County, NY",All Residential,-1,525000.0,517000.0,305.60796645702305,317.78083381586566,1667.0,1522.0,1717.0,3462.0,2.1,25.0,1.0202685671576277,0.6028794241151769,0.1813980358174465,0.2457293035479632,2021-09-01,1630454400.0,2.87
"Nassau County, NY",Multi-Family (2-4 Unit),4,457000.0,461000.0,215.09106678230705,287.5757575757576,39.0,24.0,47.0,226.0,5.8,53.0,0.9393337020995346,0.0769230769230769,0.1769911504424778,0.2083333333333333,2014-09-01,1409529600.0,4.1
"Nassau County, NY",All Residential,-1,430000.0,459000.0,272.5039581120073,282.99379982285205,808.0,362.0,1176.0,5268.0,6.5,83.0,0.9524303593860208,0.094059405940594,0.119969627942293,0.1657458563535911,2015-01-01,1420070400.0,3.73
"Suffolk County, NY",Multi-Family (2-4 Unit),4,370800.0,361250.0,145.00258933195235,213.6006974716652,11.0,12.0,36.0,140.0,12.7,118.0,0.9488125371405652,0.0,0.2142857142857142,0.1666666666666666,2014-04-01,1396310400.0,4.41
"Suffolk County, NY",Multi-Family (2-4 Unit),4,284000.0,337350.0,183.52900552486187,203.40012143290832,22.0,7.0,39.0,153.0,7.0,148.0,0.9292027893324268,0.0909090909090909,0.2156862745098039,0.0,2013-03-01,1362096000.0,3.52
"Suffolk County, NY",Townhouse,13,243520.0,419990.0,214.39326837909653,239.1980655898724,4.0,7.0,9.0,10.0,2.5,38.0,0.959677927197088,0.5,0.6999999999999998,0.5714285714285714,2018-06-01,1527811200.0,4.54
"Suffolk County, NY",All Residential,-1,327500.0,349000.0,201.9940471519964,233.5396736072032,1357.0,554.0,1002.0,7606.0,5.6,95.0,0.959110025328106,0.1363301400147383,0.1097817512490139,0.0866425992779783,2015-12-01,1448928000.0,3.93
"Suffolk County, NY",Townhouse,13,410000.0,549000.0,288.7588491010044,326.67775929007206,13.0,11.0,17.0,19.0,1.5,28.0,1.0018931035261365,0.6153846153846154,0.1052631578947368,0.5454545454545454,2022-02-01,1643673600.0,3.55
"Nassau County, NY",Single Family Residential,6,551000.0,555000.0,343.586387434555,346.72043010752685,1160.0,923.0,1315.0,5065.0,4.4,46.0,0.972569822020983,0.221551724137931,0.2661401776900296,0.1018418201516793,2019-07-01,1561939200.0,3.75
"Suffolk County, NY",Condo/Co-op,3,247500.0,334990.0,195.1219512195122,212.28672855178343,107.0,40.0,233.0,1071.0,10.0,129.0,0.9428480225174092,0.0467289719626168,0.1363211951447245,0.225,2013-01-01,1356998400.0,3.34
"Suffolk County, NY",All Residential,-1,430000.0,469000.0,258.4092723484628,274.5285401516928,1007.0,705.0,1382.0,4516.0,4.5,47.0,0.9823479189145032,0.2800397219463753,0.1067316209034543,0.2099290780141843,2020-05-01,1588291200.0,3.26
"Suffolk County, NY",Multi-Family (2-4 Unit),4,325000.0,359000.0,150.05889478767173,219.1502960009665,21.0,10.0,33.0,151.0,7.2,102.0,0.915925921967118,0.0,0.2052980132450331,0.1,2015-07-01,1435708800.0,4.08
"Suffolk County, NY",Single Family Residential,6,316000.0,337350.0,191.66666666666663,203.40012143290832,607.0,497.0,1534.0,6361.0,10.5,141.0,0.941893411291252,0.0906095551894563,0.1440025153277786,0.1388329979879275,2013-03-01,1362096000.0,3.52
"Suffolk County, NY",All Residential,-1,550000.0,550000.0,320.28955532574975,326.91923076923075,1251.0,1028.0,1300.0,3435.0,2.7,33.0,1.0109288265374703,0.5195843325339728,0.2477438136826783,0.230544747081712,2022-10-01,1664582400.0,6.66
"Suffolk County, NY",All Residential,-1,320000.0,319000.0,191.91124857418612,200.96153846153845,1128.0,535.0,1407.0,9091.0,8.099999999999998,94.0,0.9496564680415762,0.0984042553191489,0.1828181718182818,0.1009345794392523,2012-08-01,1343779200.0,3.55
"Nassau County, NY",Condo/Co-op,3,365000.0,632500.0,357.8158994106411,388.88888888888886,122.0,168.0,241.0,764.0,6.3,38.0,0.9685809542845788,0.1229508196721311,0.200261780104712,0.1428571428571428,2020-09-01,1598918400.0,2.93
"Suffolk County, NY",All Residential,-1,345000.0,374250.0,213.76566546429893,220.1697443181818,1585.0,1233.0,2172.0,7906.0,5.0,74.0,0.9678042443292042,0.1501577287066246,0.206046040981533,0.1281427412814274,2016-06-01,1464739200.0,3.66
"Nassau County, NY",All Residential,-1,450000.0,529000.0,287.218045112782,317.7198714708643,926.0,1146.0,1918.0,5842.0,6.3,64.0,0.9627680050209656,0.1371490280777537,0.186237589866484,0.1727748691099476,2016-05-01,1462060800.0,3.61
"Nassau County, NY",Condo/Co-op,3,250000.0,459000.0,284.4012605042017,289.7940074906367,158.0,78.0,109.0,741.0,4.7,92.0,0.9567980477376616,0.0759493670886075,0.0917678812415654,0.0769230769230769,2015-12-01,1448928000.0,3.93
"Suffolk County, NY",Townhouse,13,617500.0,599999.0,355.4745063365753,360.7496392496392,14.0,12.0,14.0,20.0,1.4,35.0,1.0164884031574954,0.4285714285714285,0.1499999999999999,0.3333333333333333,2023-09-01,1693526400.0,7.12
"Nassau County, NY",Townhouse,13,468750.0,499900.0,270.3703703703704,307.0866141732284,24.0,14.0,26.0,101.0,4.2,78.0,0.9678870443086998,0.1666666666666666,0.1881188118811881,0.1428571428571428,2015-06-01,1433116800.0,3.87
"Suffolk County, NY",Condo/Co-op,3,281000.0,449000.0,228.7603655440853,267.0040473225405,139.0,127.0,199.0,476.0,3.4,52.0,0.9720106660055098,0.1510791366906474,0.1386554621848739,0.2755905511811023,2020-02-01,1580515200.0,3.45
"Suffolk County, NY",Condo/Co-op,3,262500.0,479000.0,238.2573179033356,271.8268184456159,124.0,136.0,273.0,533.0,4.3,42.0,0.975378907974891,0.1532258064516129,0.1407129455909943,0.2352941176470588,2020-06-01,1590969600.0,3.18
"Suffolk County, NY",All Residential,-1,540000.0,550000.0,329.8443955068456,324.0885224177054,1220.0,1449.0,1876.0,2761.0,2.3,27.0,1.0186105690677434,0.5844262295081966,0.1159000362187613,0.3850931677018633,2022-04-01,1648771200.0,4.72
"Suffolk County, NY",Single Family Residential,6,315000.0,302500.0,205.40540540540545,201.5273652948664,957.0,377.0,562.0,6310.0,6.6,95.0,0.9553824789444048,0.1149425287356321,0.0846275752773375,0.0716180371352785,2013-12-01,1385856000.0,4.46
"Suffolk County, NY",Condo/Co-op,3,288500.0,425000.0,234.6491228070176,254.2131501774965,214.0,179.0,214.0,602.0,2.8,40.0,0.9808157530952368,0.1822429906542056,0.2375415282392026,0.1340782122905027,2019-07-01,1561939200.0,3.75
"Suffolk County, NY",Condo/Co-op,3,240000.0,340800.0,199.2643569055529,211.8486768493217,123.0,94.0,277.0,1370.0,11.1,140.0,0.9390472979085182,0.056910569105691,0.2072992700729927,0.1276595744680851,2012-05-01,1335830400.0,3.84
"Nassau County, NY",Multi-Family (2-4 Unit),4,550000.0,549888.0,292.44444444444446,345.13274336283183,33.0,28.0,58.0,179.0,5.4,38.0,0.9361528313334508,0.2121212121212121,0.217877094972067,0.1428571428571428,2018-10-01,1538352000.0,4.71
"Nassau County, NY",Multi-Family (2-4 Unit),4,732500.0,699994.5,400.22638904527577,452.4633992392944,30.0,20.0,36.0,87.0,2.9,48.0,0.9392670371591056,0.2,0.160919540229885,0.25,2023-03-01,1677628800.0,6.65
"Suffolk County, NY",Townhouse,13,221950.0,349997.0,157.86206896551724,216.15123172850863,2.0,4.0,8.0,36.0,18.0,42.0,0.9775812626461126,0.0,0.25,0.0,2013-04-01,1364774400.0,3.54
"Suffolk County, NY",Multi-Family (2-4 Unit),4,490000.0,449000.0,182.08844295800816,267.0040473225405,9.0,9.0,19.0,65.0,7.2,70.0,0.9561983570366412,0.1111111111111111,0.2,0.3333333333333333,2020-02-01,1580515200.0,3.45
"Suffolk County, NY",Single Family Residential,6,540000.0,519000.0,303.7817730936144,306.11190127621154,1524.0,1502.0,1797.0,3161.0,2.1,22.0,1.0291195652021723,0.6535433070866141,0.1673521037646314,0.2782956058588548,2021-07-01,1625097600.0,2.98
"Nassau County, NY",Townhouse,13,975000.0,429000.0,224.1786814763255,279.5004306632214,3.0,2.0,4.0,24.0,8.0,36.0,0.931283728922852,0.0,0.0833333333333333,0.0,2013-08-01,1375315200.0,4.39
"Nassau County, NY",All Residential,-1,365000.0,449000.0,235.72056239015816,269.9938499384993,654.0,530.0,1821.0,7427.0,11.4,146.0,0.9347649690553194,0.0519877675840978,0.1938871684394775,0.1245283018867924,2012-03-01,1330560000.0,3.9
"Suffolk County, NY",Multi-Family (2-4 Unit),4,567000.0,509000.0,264.8559347413964,312.01793419633225,18.0,16.0,19.0,70.0,3.9,35.0,1.0069440429195704,0.5,0.0285714285714285,0.4375,2021-11-01,1635724800.0,3.09
"Nassau County, NY",Condo/Co-op,3,269000.0,449000.0,267.85714285714283,275.1924101592564,157.0,127.0,273.0,1221.0,7.8,108.0,0.9405500418931692,0.0382165605095541,0.1678951678951679,0.1417322834645669,2013-06-01,1370044800.0,3.91
"Suffolk County, NY",All Residential,-1,575000.0,599000.0,340.531561461794,366.6092722039474,1116.0,1112.0,1359.0,2498.0,2.2,23.0,1.015439696868357,0.5949820788530465,0.1737389911929543,0.3156474820143884,2023-07-01,1688169600.0,6.81
"Nassau County, NY",Single Family Residential,6,535000.0,549888.0,328.8770053475936,345.13274336283183,1029.0,807.0,1220.0,4338.0,4.2,50.0,0.9684707458361737,0.2118561710398445,0.2690179806362378,0.1462205700123915,2018-10-01,1538352000.0,4.71
"Suffolk County, NY",All Residential,-1,560000.0,550000.0,339.3382072230282,328.13781788351105,1607.0,1551.0,2142.0,3617.0,2.3,21.0,1.0360187864733927,0.6776602364654635,0.2214542438484932,0.2707930367504835,2022-06-01,1654041600.0,5.09
"Suffolk County, NY",Single Family Residential,6,400000.0,439000.0,238.0952380952381,254.73399458972048,1218.0,1299.0,2141.0,5882.0,4.8,47.0,0.9848632639661438,0.270935960591133,0.2278136688201292,0.1886066204772902,2019-05-01,1556668800.0,4.14
"Suffolk County, NY",Multi-Family (2-4 Unit),4,615000.0,549900.0,327.77777777777777,337.83716216216214,20.0,11.0,17.0,50.0,2.5,35.0,0.9918577480337532,0.25,0.1,0.3636363636363636,2023-01-01,1672531200.0,6.48
"Nassau County, NY",Condo/Co-op,3,350000.0,619000.0,351.44362969752524,367.1715203604806,130.0,87.0,169.0,725.0,5.6,63.0,0.972499095734272,0.1692307692307692,0.0744827586206896,0.2068965517241379,2020-02-01,1580515200.0,3.45
"Suffolk County, NY",Townhouse,13,409250.0,379990.0,183.53875182062936,231.2258830513505,4.0,2.0,9.0,19.0,4.8,32.0,0.956597534363112,0.0,0.2105263157894736,0.5,2017-04-01,1491004800.0,4.1
"Nassau County, NY",Townhouse,13,494000.0,489945.0,296.11977321048903,306.65097511768664,20.0,5.0,6.0,13.0,0.6999999999999998,88.0,0.950982385830992,0.0,0.0769230769230769,0.0,2017-01-01,1483228800.0,4.2
"Nassau County, NY",All Residential,-1,470000.0,499000.0,294.18421963624746,313.99941857228566,1139.0,746.0,1127.0,4783.0,4.2,63.0,0.9662776058910276,0.1474978050921861,0.1647501568053522,0.1193029490616621,2016-10-01,1475280000.0,3.42
"Nassau County, NY",Multi-Family (2-4 Unit),4,675000.0,679000.0,335.4978354978355,409.9264705882353,35.0,49.0,79.0,141.0,4.0,36.0,0.9868667042454444,0.4285714285714285,0.1631205673758865,0.2448979591836734,2021-04-01,1617235200.0,3.18
"Nassau County, NY",Condo/Co-op,3,392500.0,649000.0,397.4363919590536,385.1590106007067,158.0,147.0,227.0,750.0,4.7,51.0,0.970665157133808,0.1329113924050632,0.2026666666666666,0.1496598639455782,2020-10-01,1601510400.0,2.88
"Nassau County, NY",Multi-Family (2-4 Unit),4,440000.0,449000.0,191.7202572347267,272.14972447892023,23.0,21.0,58.0,245.0,10.7,104.0,0.9245076545345788,0.0,0.2,0.1428571428571428,2012-04-01,1333238400.0,3.98
"Suffolk County, NY",Townhouse,13,700000.0,339000.0,415.0,211.97025503742805,5.0,1.0,5.0,45.0,9.0,215.0,0.8632811614348732,0.0,0.0444444444444444,0.0,2014-01-01,1388534400.0,4.53
"Nassau County, NY",Townhouse,13,600000.0,449000.0,333.33333333333326,277.27891524116546,1.0,2.0,7.0,27.0,27.0,335.0,0.9244992295839752,0.0,,0.0,2013-03-01,1362096000.0,3.52
"Nassau County, NY",All Residential,-1,479500.0,549999.0,300.0750187546887,334.971546818417,1038.0,1325.0,1949.0,4797.0,4.6,48.0,0.9712653676985492,0.186897880539499,0.1957473420888055,0.1984905660377358,2017-05-01,1493596800.0,4.02
"Nassau County, NY",Multi-Family (2-4 Unit),4,630000.0,599000.0,297.76124309634434,360.9195025781013,20.0,22.0,36.0,125.0,6.3,62.0,0.9663634072320388,0.2,0.128,0.2727272727272727,2020-03-01,1583020800.0,3.29
"Suffolk County, NY",All Residential,-1,315000.0,333750.0,197.74011299435028,207.7741228070176,882.0,428.0,1448.0,8919.0,10.1,110.0,0.9447044091552662,0.0918367346938775,0.1838771162686399,0.1238317757009345,2012-09-01,1346457600.0,3.55
"Suffolk County, NY",All Residential,-1,315000.0,369000.0,194.44444444444449,218.10505319148936,1036.0,939.0,2077.0,8588.0,8.3,118.0,0.9532702775081452,0.1148648648648648,0.1828132277596646,0.1139510117145899,2013-05-01,1367366400.0,3.35
"Nassau County, NY",Multi-Family (2-4 Unit),4,467500.0,449000.0,231.37697516930024,281.46453089244847,22.0,28.0,64.0,238.0,10.8,76.0,0.9310541418354767,0.0,0.1470588235294117,0.1428571428571428,2014-07-01,1404172800.0,4.12
"Nassau County, NY",Condo/Co-op,3,337500.0,599000.0,347.9452602937057,352.0201104923831,133.0,160.0,232.0,594.0,4.5,42.0,0.9729446449215002,0.112781954887218,0.1734006734006733,0.2124999999999999,2018-05-01,1525132800.0,4.55
"Nassau County, NY",Townhouse,13,520000.0,549888.0,290.84777402085086,345.13274336283183,2.0,,4.0,13.0,6.5,134.0,0.9922813762424,0.0,0.3846153846153846,,2018-10-01,1538352000.0,4.71
"Suffolk County, NY",All Residential,-1,316000.0,375950.0,195.05794529370007,218.31948989009143,1047.0,1102.0,2222.0,7868.0,7.5,111.0,0.960013133788267,0.1318051575931232,0.1832740213523131,0.1415607985480943,2016-04-01,1459468800.0,3.59
"Nassau County, NY",Condo/Co-op,3,289000.0,499000.0,300.0,309.3006488824802,143.0,108.0,166.0,757.0,5.3,73.0,0.9602027325909686,0.0699300699300699,0.1638044914134742,0.0925925925925925,2016-07-01,1467331200.0,3.41
"Suffolk County, NY",Condo/Co-op,3,284000.0,349900.0,222.30063514467184,215.45171411790164,156.0,123.0,311.0,1215.0,7.8,74.0,0.961394653939836,0.0705128205128205,0.2049382716049382,0.1463414634146341,2014-06-01,1401580800.0,4.14
"Suffolk County, NY",Townhouse,13,85000.0,361250.0,,213.6006974716652,1.0,3.0,15.0,56.0,56.0,174.0,1.0,0.0,0.2142857142857142,0.3333333333333333,2014-04-01,1396310400.0,4.41
"Nassau County, NY",Multi-Family (2-4 Unit),4,550000.0,549999.0,287.0762711864407,339.6825396825397,23.0,20.0,37.0,136.0,5.9,43.0,0.9882795359249292,0.3043478260869565,0.1691176470588235,0.1499999999999999,2019-01-01,1546300800.0,4.51
"Suffolk County, NY",Single Family Residential,6,547000.0,550000.0,330.0,343.24522459499264,693.0,692.0,834.0,2010.0,2.9,44.0,0.9886418241707106,0.4126984126984126,0.136318407960199,0.3424855491329479,2023-02-01,1675209600.0,6.09
"Suffolk County, NY",Condo/Co-op,3,345000.0,499999.0,300.9371064842766,311.1827358948196,187.0,204.0,233.0,376.0,2.0,25.0,1.012189731358749,0.4919786096256684,0.1462765957446808,0.2941176470588235,2021-08-01,1627776000.0,2.77
"Nassau County, NY",All Residential,-1,495000.0,507000.0,311.3480435058673,330.4060579956994,1089.0,684.0,716.0,3521.0,3.2,53.0,0.9672959379227016,0.1983471074380165,0.1119000284010224,0.1432748538011695,2017-12-01,1512086400.0,3.94
"Suffolk County, NY",All Residential,-1,390000.0,439000.0,239.5866149369544,254.73399458972048,1431.0,1526.0,2453.0,6635.0,4.6,47.0,0.9838031368169476,0.2585604472396925,0.2241145440844009,0.1828309305373525,2019-05-01,1556668800.0,4.14
"Suffolk County, NY",Single Family Residential,6,385000.0,419990.0,228.37370242214533,239.1980655898724,1407.0,1261.0,2100.0,5797.0,4.1,38.0,0.9834470506219704,0.32409381663113,0.2289115059513541,0.1665344964314036,2018-06-01,1527811200.0,4.54
"Suffolk County, NY",Single Family Residential,6,320000.0,324990.0,196.07843137254903,196.8217642716536,907.0,421.0,775.0,6578.0,7.3,102.0,0.9545721644601982,0.1212789415656008,0.0972940103374885,0.1045130641330166,2014-12-01,1417392000.0,3.89
"Nassau County, NY",Single Family Residential,6,620000.0,665000.0,377.1687894895196,403.302568280755,1115.0,1021.0,1370.0,2368.0,2.1,46.0,0.984304655158416,0.3246636771300448,0.1516047297297297,0.3428011753183153,2021-03-01,1614556800.0,3.02
"Nassau County, NY",Single Family Residential,6,600000.0,629000.0,354.8185749200978,390.555935525722,902.0,1257.0,1584.0,3814.0,4.2,53.0,0.9703795596702252,0.2172949002217294,0.2060828526481384,0.1949085123309466,2020-08-01,1596240000.0,2.88
"Suffolk County, NY",All Residential,-1,299000.0,339999.0,186.9158878504673,203.94736842105263,642.0,412.0,1395.0,7432.0,11.6,142.0,0.9424332319339253,0.0887850467289719,0.106297093649085,0.1626213592233009,2013-02-01,1359676800.0,3.53
"Nassau County, NY",All Residential,-1,663950.0,679500.0,429.73110096397767,429.1838340486409,970.0,650.0,809.0,2808.0,2.9,38.0,0.986624293272531,0.3618556701030927,0.2183048433048433,0.1984615384615384,2022-11-01,1667260800.0,6.95
"Suffolk County, NY",All Residential,-1,312500.0,299999.0,191.0443474646717,191.25,783.0,361.0,794.0,7975.0,10.2,112.0,0.945942560783242,0.0983397190293742,0.1109717868338557,0.0997229916897506,2012-11-01,1351728000.0,3.39
"Nassau County, NY",Multi-Family (2-4 Unit),4,680000.0,729999.0,395.01779359430606,448.0498761328358,13.0,26.0,46.0,98.0,7.5,102.0,0.9519033226901644,0.1538461538461538,0.1428571428571428,0.2307692307692307,2023-04-01,1680307200.0,6.28
"Nassau County, NY",Single Family Residential,6,485000.0,429990.0,278.7307032590052,282.6483526862503,959.0,628.0,1074.0,5253.0,5.5,43.0,0.9600677229511676,0.1126173096976016,0.177803160098991,0.1242038216560509,2014-08-01,1406851200.0,4.14
"Nassau County, NY",Single Family Residential,6,401000.0,449000.0,238.68825238688248,277.27891524116546,557.0,556.0,1242.0,4385.0,7.9,115.0,0.9379849145156592,0.0700179533213644,0.1372862029646522,0.2050359712230215,2013-03-01,1362096000.0,3.52
"Nassau County, NY",Multi-Family (2-4 Unit),4,590500.0,536450.0,285.6510186005314,336.19399627199425,50.0,38.0,53.0,170.0,3.4,33.0,1.0022681003787406,0.2399999999999999,0.1588235294117647,0.131578947368421,2018-08-01,1533081600.0,4.6
"Nassau County, NY",Single Family Residential,6,710000.0,674950.0,442.4460431654677,440.82425366578366,910.0,678.0,935.0,2519.0,2.8,29.0,0.9985146868312949,0.4549450549450549,0.2366018261214767,0.2182890855457227,2022-09-01,1661990400.0,5.66
"Suffolk County, NY",Multi-Family (2-4 Unit),4,360000.0,379900.0,211.11111111111111,229.7232662780844,19.0,4.0,23.0,103.0,5.4,60.0,0.9851456606855764,0.2105263157894736,0.174757281553398,0.25,2017-10-01,1506816000.0,3.85
"Nassau County, NY",All Residential,-1,424000.0,449000.0,266.1752661752662,275.1924101592564,1039.0,927.0,1725.0,6598.0,6.4,66.0,0.948058893586778,0.0827718960538979,0.1759624128523795,0.133764832793959,2013-06-01,1370044800.0,3.91
"Nassau County, NY",Townhouse,13,100000.0,459000.0,69.58942240779402,290.79467312419246,1.0,8.0,20.0,98.0,98.0,184.0,,0.0,0.0918367346938775,0.375,2015-02-01,1422748800.0,3.59
"Nassau County, NY",Condo/Co-op,3,250000.0,420000.0,248.2142857142857,270.18483981574354,93.0,38.0,229.0,998.0,10.7,154.0,0.9410541234734056,0.053763440860215,0.1292585170340681,0.1052631578947368,2013-01-01,1356998400.0,3.34
"Suffolk County, NY",Townhouse,13,412500.0,485000.0,243.1059506531205,285.0,16.0,21.0,22.0,34.0,2.1,24.0,0.9879473645821448,0.1875,0.3529411764705882,0.1904761904761904,2020-09-01,1598918400.0,2.93
"Suffolk County, NY",Single Family Residential,6,319700.0,359900.0,192.88018433179724,216.20035193564604,650.0,545.0,1802.0,6697.0,10.3,120.0,0.9470999005093323,0.1046153846153846,0.1567866208750186,0.1761467889908257,2014-03-01,1393632000.0,4.28
"Nassau County, NY",All Residential,-1,515000.0,509575.0,324.2352941176471,331.91213943994103,1067.0,669.0,715.0,4174.0,3.9,58.0,0.9702441857246926,0.1855670103092783,0.1197891710589362,0.1001494768310911,2018-12-01,1543622400.0,4.75
"Suffolk County, NY",Multi-Family (2-4 Unit),4,610000.0,599999.0,281.5315315315316,354.1074623051367,10.0,12.0,13.0,44.0,4.4,32.0,1.0691950773373724,0.4,0.1818181818181818,0.25,2023-06-01,1685577600.0,6.79
